"transaction_id","customer_id","amount","payment_method","device_type","ip_country","billing_country","failed_attempts","account_age_days","previous_order_count","avg_order_value","is_new_customer","is_fraud"
"MLTXN-002500","CUST-ML-0263","2802","UPI","Desktop","IN","IN","1","310","8","1797","false","1"
"MLTXN-002501","CUST-ML-0196","72302","CARD","Desktop","IN","IN","0","423","17","6393","false","0"
"MLTXN-002502","CUST-ML-0187","497","NETBANKING","Mobile","SG","IN","0","1333","38","1139","false","0"
"MLTXN-002503","CUST-ML-0404","6695","CARD","Desktop","SA","SA","0","15","7","1934","false","0"
"MLTXN-002504","CUST-ML-0548","724","NETBANKING","Mobile","IN","IN","1","345","15","1004","false","0"
"MLTXN-002505","CUST-ML-0412","1124","UPI","Tablet","IN","IN","0","590","17","773","false","0"
"MLTXN-002506","CUST-ML-0091","2197","UPI","Mobile","CA","CA","1","651","23","3359","false","0"
"MLTXN-002507","CUST-ML-0173","7310","CARD","Mobile","US","US","0","469","19","2349","false","0"
"MLTXN-002508","CUST-ML-0353","947","CARD","Mobile","IN","IN","0","443","13","2542","false","1"
"MLTXN-002509","CUST-ML-0413","722","UPI","Mobile","IN","US","0","6","6","1543","false","0"
"MLTXN-002510","CUST-ML-0349","631","NETBANKING","Desktop","IN","IN","0","14","3","1361","false","0"
"MLTXN-002511","CUST-ML-0174","22229","WALLET","Mobile","IN","IN","0","18","5","1803","false","1"
"MLTXN-002512","CUST-ML-0585","2175","UPI","Mobile","IN","IN","0","547","14","2355","false","0"
"MLTXN-002513","CUST-ML-0288","1398","CARD","Mobile","DE","DE","0","605","20","2342","false","0"
"MLTXN-002514","CUST-ML-0336","2980","CARD","Mobile","IN","IN","0","504","17","2797","false","0"
"MLTXN-002515","CUST-ML-0033","5283","BANK_TRANSFER","Mobile","GB","GB","0","260","13","1450","false","0"
"MLTXN-002516","CUST-ML-0362","1064","NETBANKING","Mobile","IN","IN","0","126","9","979","false","0"
"MLTXN-002517","CUST-ML-0117","1886","WALLET","Mobile","IN","IN","0","235","10","587","false","0"
"MLTXN-002518","CUST-ML-0461","444","UPI","Mobile","AU","AU","0","534","18","665","false","0"
"MLTXN-002519","CUST-ML-0524","1703","CARD","Mobile","IN","IN","0","653","30","2301","false","0"
"MLTXN-002520","CUST-ML-0181","2620","UPI","Mobile","IN","IN","0","318","16","773","false","0"
"MLTXN-002521","CUST-ML-0581","1131","UPI","Desktop","AU","AU","0","620","27","1064","false","0"
"MLTXN-002522","CUST-ML-0349","2323","BANK_TRANSFER","Desktop","IN","IN","1","14","4","1185","false","0"
"MLTXN-002523","CUST-ML-0149","2106","UPI","Mobile","AU","AU","1","363","13","3336","false","0"
"MLTXN-002524","CUST-ML-0568","998","UPI","Desktop","IN","IN","0","307","8","1847","false","0"
"MLTXN-002525","CUST-ML-0462","1414","NETBANKING","Desktop","IN","IN","0","580","27","1345","false","0"
"MLTXN-002526","CUST-ML-0470","486","BANK_TRANSFER","Mobile","IN","IN","1","870","34","638","false","0"
"MLTXN-002527","CUST-ML-0575","642","CARD","Mobile","SA","SA","0","139","8","1072","false","1"
"MLTXN-002528","CUST-ML-0136","1816","CARD","Desktop","IN","IN","0","847","16","1457","false","0"
"MLTXN-002529","CUST-ML-0425","1001","NETBANKING","Mobile","IN","IN","1","384","19","1329","false","0"
"MLTXN-002530","CUST-ML-0036","255","WALLET","Mobile","IN","IN","0","947","15","462","false","0"
"MLTXN-002531","CUST-ML-0526","488","WALLET","Mobile","IN","IN","1","504","22","1156","false","0"
"MLTXN-002532","CUST-ML-0333","1196","NETBANKING","Desktop","IN","IN","0","18","2","1093","false","0"
"MLTXN-002533","CUST-ML-0259","7706","UPI","Mobile","IN","IN","0","253","9","1294","false","0"
"MLTXN-002534","CUST-ML-0375","7084","UPI","Desktop","IN","IN","1","183","5","15713","false","0"
"MLTXN-002535","CUST-ML-0174","2414","WALLET","Mobile","IN","IN","0","18","6","1839","false","0"
"MLTXN-002536","CUST-ML-0453","2152","NETBANKING","Desktop","IN","IN","0","522","11","1274","false","0"
"MLTXN-002537","CUST-ML-0553","1311","UPI","Mobile","IN","IN","0","18","3","2458","false","0"
"MLTXN-002538","CUST-ML-0144","386","WALLET","Mobile","GB","GB","1","973","38","862","false","0"
"MLTXN-002539","CUST-ML-0001","1888","UPI","Mobile","IN","IN","0","232","13","3239","false","0"
"MLTXN-002540","CUST-ML-0452","1539","NETBANKING","Mobile","IN","IN","2","498","17","863","false","0"
"MLTXN-002541","CUST-ML-0267","2886","NETBANKING","Desktop","IN","IN","2","377","9","1053","false","0"
"MLTXN-002542","CUST-ML-0107","3478","BANK_TRANSFER","Mobile","IN","IN","0","14","8","829","false","0"
"MLTXN-002543","CUST-ML-0170","1310","CARD","Mobile","IN","IN","0","373","11","1526","false","0"
"MLTXN-002544","CUST-ML-0222","1560","UPI","Mobile","IN","IN","1","109","11","2133","false","0"
"MLTXN-002545","CUST-ML-0116","1191","CARD","Mobile","IN","IN","0","11","3","949","false","0"
"MLTXN-002546","CUST-ML-0370","5212","NETBANKING","Mobile","SG","SG","6","21","5","2278","false","0"
"MLTXN-002547","CUST-ML-0154","3093","UPI","Desktop","SA","SA","0","20","8","1856","false","1"
"MLTXN-002548","CUST-ML-0351","3638","NETBANKING","Mobile","US","US","0","794","16","763","false","0"
"MLTXN-002549","CUST-ML-0466","3171","NETBANKING","Mobile","GB","GB","0","6","6","1307","false","0"
"MLTXN-002550","CUST-ML-0124","1457","NETBANKING","Mobile","IN","IN","2","54","10","1108","false","0"
"MLTXN-002551","CUST-ML-0038","518","UPI","Mobile","IN","IN","0","500","18","1089","false","0"
"MLTXN-002552","CUST-ML-0120","665","CARD","Mobile","US","US","2","709","22","1192","false","0"
"MLTXN-002553","CUST-ML-0493","1948","NETBANKING","Mobile","IN","IN","2","13","3","1482","false","0"
"MLTXN-002554","CUST-ML-0335","1988","UPI","Mobile","IN","IN","2","972","36","2270","false","0"
"MLTXN-002555","CUST-ML-0145","1732","NETBANKING","Mobile","IN","IN","0","667","22","4371","false","0"
"MLTXN-002556","CUST-ML-0151","1433","CARD","Mobile","IN","IN","4","868","24","3326","false","0"
"MLTXN-002557","CUST-ML-0397","139","UPI","Mobile","IN","IN","1","853","35","400","false","0"
"MLTXN-002558","CUST-ML-0302","1992","UPI","Tablet","IN","IN","2","961","23","1439","false","0"
"MLTXN-002559","CUST-ML-0183","1587","UPI","Mobile","IN","IN","0","8","6","2088","false","1"
"MLTXN-002560","CUST-ML-0415","490","CARD","Mobile","GB","GB","0","463","19","931","false","0"
"MLTXN-002561","CUST-ML-0350","5158","NETBANKING","Mobile","AU","AU","0","1028","16","1801","false","0"
"MLTXN-002562","CUST-ML-0077","2832","NETBANKING","Mobile","IN","IN","0","228","10","3158","false","0"
"MLTXN-002563","CUST-ML-0332","590","CARD","Mobile","DE","DE","0","294","10","361","false","0"
"MLTXN-002564","CUST-ML-0322","3994","UPI","Mobile","IN","IN","0","18","8","3384","false","0"
"MLTXN-002565","CUST-ML-0236","349","CARD","Desktop","AE","AE","0","311","13","495","false","0"
"MLTXN-002566","CUST-ML-0367","1829","NETBANKING","Mobile","IN","IN","0","564","7","1411","false","0"
"MLTXN-002567","CUST-ML-0509","56903","WALLET","Mobile","AE","CA","0","509","17","3624","false","0"
"MLTXN-002568","CUST-ML-0274","2714","UPI","Mobile","IN","IN","1","531","15","2551","false","0"
"MLTXN-002569","CUST-ML-0530","4195","UPI","Desktop","IN","IN","0","558","10","3886","false","0"
"MLTXN-002570","CUST-ML-0515","3714","CARD","Mobile","IN","IN","1","529","9","1508","false","0"
"MLTXN-002571","CUST-ML-0103","1914","UPI","Mobile","DE","DE","1","329","6","2436","false","0"
"MLTXN-002572","CUST-ML-0284","411","NETBANKING","Desktop","US","US","0","913","16","985","false","0"
"MLTXN-002573","CUST-ML-0393","1609","UPI","Mobile","AE","AE","0","21","4","1525","false","0"
"MLTXN-002574","CUST-ML-0068","2658","NETBANKING","Desktop","US","US","0","263","7","7296","false","0"
"MLTXN-002575","CUST-ML-0087","494","NETBANKING","Mobile","DE","DE","0","1125","37","697","false","0"
"MLTXN-002576","CUST-ML-0167","1116","CARD","Mobile","IN","IN","0","5","5","1149","false","0"
"MLTXN-002577","CUST-ML-0376","1756","CARD","Mobile","IN","IN","0","683","19","2363","false","0"
"MLTXN-002578","CUST-ML-0011","3830","CARD","Mobile","US","US","0","584","25","1633","false","0"
"MLTXN-002579","CUST-ML-0062","2650","CARD","Desktop","SA","SA","0","527","10","4098","false","0"
"MLTXN-002580","CUST-ML-0336","5368","UPI","Mobile","IN","IN","0","504","18","1944","false","0"
"MLTXN-002581","CUST-ML-0047","1473","NETBANKING","Mobile","US","US","0","21","5","1816","false","1"
"MLTXN-002582","CUST-ML-0101","1722","CARD","Mobile","IN","IN","0","333","11","1917","false","0"
"MLTXN-002583","CUST-ML-0356","4450","UPI","Mobile","US","US","0","551","25","2356","false","0"
"MLTXN-002584","CUST-ML-0105","2070","CARD","Mobile","IN","IN","0","116","4","1939","false","0"
"MLTXN-002585","CUST-ML-0459","1116","WALLET","Mobile","IN","IN","0","359","12","1920","false","0"
"MLTXN-002586","CUST-ML-0147","40522","NETBANKING","Desktop","IN","IN","1","14","7","3045","false","0"
"MLTXN-002587","CUST-ML-0156","2196","UPI","Mobile","GB","GB","2","690","26","3643","false","0"
"MLTXN-002588","CUST-ML-0082","3037","UPI","Mobile","IN","IN","1","499","6","1133","false","0"
"MLTXN-002589","CUST-ML-0352","1111","CARD","Desktop","US","IN","0","3","6","1171","false","0"
"MLTXN-002590","CUST-ML-0521","7117","WALLET","Mobile","GB","GB","2","1080","33","2440","false","0"
"MLTXN-002591","CUST-ML-0567","3246","CARD","Mobile","US","SG","0","1004","27","1499","false","0"
"MLTXN-002592","CUST-ML-0567","357","CARD","Mobile","SG","SG","0","1004","28","1849","false","0"
"MLTXN-002593","CUST-ML-0140","2446","CARD","Mobile","SG","SG","0","601","19","824","false","0"
"MLTXN-002594","CUST-ML-0506","525","CARD","Desktop","IN","IN","1","17","3","629","false","0"
"MLTXN-002595","CUST-ML-0353","3664","CARD","Mobile","IN","IN","0","443","14","2748","false","0"
"MLTXN-002596","CUST-ML-0253","1599","CARD","Mobile","IN","IN","0","593","24","627","false","0"
"MLTXN-002597","CUST-ML-0283","712","CARD","Mobile","IN","IN","0","344","10","1294","false","0"
"MLTXN-002598","CUST-ML-0367","1238","UPI","Mobile","IN","IN","0","564","8","1271","false","0"
"MLTXN-002599","CUST-ML-0100","1335","CARD","Mobile","IN","IN","0","19","4","694","false","0"
"MLTXN-002600","CUST-ML-0421","2175","NETBANKING","Mobile","IN","IN","0","955","30","1092","false","0"
"MLTXN-002601","CUST-ML-0575","1682","CARD","Mobile","SA","SA","1","139","9","961","false","0"
"MLTXN-002602","CUST-ML-0322","2718","CARD","Mobile","IN","IN","0","18","9","2899","false","0"
"MLTXN-002603","CUST-ML-0043","1707","CARD","Desktop","DE","DE","0","309","7","612","false","1"
"MLTXN-002604","CUST-ML-0546","691","UPI","Mobile","AU","AU","0","597","27","851","false","0"
"MLTXN-002605","CUST-ML-0201","2088","UPI","Mobile","IN","IN","0","1259","36","929","false","0"
"MLTXN-002606","CUST-ML-0022","4253","CARD","Desktop","IN","IN","0","21","6","2333","false","0"
"MLTXN-002607","CUST-ML-0453","1840","CARD","Desktop","IN","IN","0","522","12","1112","false","0"
"MLTXN-002608","CUST-ML-0095","2523","UPI","Mobile","IN","IN","0","764","21","3955","false","0"
"MLTXN-002609","CUST-ML-0543","2638","NETBANKING","Mobile","IN","IN","5","317","12","1498","false","0"
"MLTXN-002610","CUST-ML-0144","7526","WALLET","Desktop","GB","GB","0","973","39","940","false","0"
"MLTXN-002611","CUST-ML-0181","855","UPI","Mobile","IN","IN","1","318","17","976","false","0"
"MLTXN-002612","CUST-ML-0498","3456","CARD","Mobile","IN","IN","0","303","10","3626","false","0"
"MLTXN-002613","CUST-ML-0155","2809","UPI","Mobile","CA","CA","1","384","10","1943","false","0"
"MLTXN-002614","CUST-ML-0156","4850","CARD","Mobile","GB","GB","0","690","27","3338","false","0"
"MLTXN-002615","CUST-ML-0028","2204","BANK_TRANSFER","Desktop","IN","IN","0","858","30","2255","false","0"
"MLTXN-002616","CUST-ML-0046","1271","CARD","Mobile","SG","SG","0","146","8","1392","false","0"
"MLTXN-002617","CUST-ML-0113","1569","WALLET","Mobile","IN","IN","6","551","27","1352","false","0"
"MLTXN-002618","CUST-ML-0475","3720","WALLET","Desktop","IN","IN","0","18","10","1602","false","0"
"MLTXN-002619","CUST-ML-0524","6567","CARD","Mobile","IN","IN","0","653","31","2755","false","0"
"MLTXN-002620","CUST-ML-0102","1062","CARD","Mobile","AE","AE","0","748","19","1043","false","0"
"MLTXN-002621","CUST-ML-0486","2166","CARD","Mobile","SG","SG","0","230","7","1179","false","0"
"MLTXN-002622","CUST-ML-0276","1126","UPI","Mobile","AE","AE","0","495","17","3895","false","0"
"MLTXN-002623","CUST-ML-0135","915","NETBANKING","Mobile","IN","IN","0","329","14","893","false","0"
"MLTXN-002624","CUST-ML-0042","2344","CARD","Mobile","US","US","1","1097","35","2359","false","0"
"MLTXN-002625","CUST-ML-0581","720","UPI","Mobile","AU","AU","2","620","28","1189","false","0"
"MLTXN-002626","CUST-ML-0445","1967","UPI","Mobile","AU","AU","0","15","5","935","false","0"
"MLTXN-002627","CUST-ML-0432","2777","NETBANKING","Desktop","IN","IN","1","308","8","2287","false","0"
"MLTXN-002628","CUST-ML-0075","2609","UPI","Mobile","IN","IN","6","594","18","2414","false","1"
"MLTXN-002629","CUST-ML-0013","167","CARD","Mobile","CA","CA","0","418","16","433","false","1"
"MLTXN-002630","CUST-ML-0023","3261","UPI","Mobile","IN","IN","0","664","22","1872","false","1"
"MLTXN-002631","CUST-ML-0219","2490","CARD","Mobile","IN","IN","1","483","12","2265","false","0"
"MLTXN-002632","CUST-ML-0564","4468","BANK_TRANSFER","Mobile","AU","AU","1","64","11","2565","false","0"
"MLTXN-002633","CUST-ML-0225","3079","WALLET","Mobile","IN","IN","3","1125","15","2437","false","0"
"MLTXN-002634","CUST-ML-0277","30938","UPI","Mobile","SG","SG","0","731","13","2898","false","0"
"MLTXN-002635","CUST-ML-0185","4132","CARD","Mobile","IN","IN","1","404","10","3111","false","1"
"MLTXN-002636","CUST-ML-0256","1437","UPI","Desktop","IN","IN","0","1020","17","1613","false","0"
"MLTXN-002637","CUST-ML-0418","4713","CARD","Mobile","AE","AE","0","386","16","2845","false","0"
"MLTXN-002638","CUST-ML-0227","1290","NETBANKING","Mobile","IN","IN","1","646","20","3212","false","0"
"MLTXN-002639","CUST-ML-0219","4368","CARD","Mobile","IN","IN","0","483","13","1837","false","1"
"MLTXN-002640","CUST-ML-0107","1224","BANK_TRANSFER","Mobile","IN","IN","1","14","9","871","false","0"
"MLTXN-002641","CUST-ML-0373","1432","UPI","Mobile","IN","IN","0","908","30","1353","false","0"
"MLTXN-002642","CUST-ML-0037","2976","NETBANKING","Mobile","IN","IN","1","121","10","3330","false","0"
"MLTXN-002643","CUST-ML-0419","1408","WALLET","Desktop","IN","IN","1","457","19","1474","false","0"
"MLTXN-002644","CUST-ML-0436","6185","UPI","Desktop","IN","IN","0","3","5","3323","false","0"
"MLTXN-002645","CUST-ML-0537","1034","UPI","Desktop","IN","IN","0","327","12","2667","false","0"
"MLTXN-002646","CUST-ML-0557","811","UPI","Desktop","US","US","0","3","8","1268","false","0"
"MLTXN-002647","CUST-ML-0494","10615","CARD","Mobile","AE","AE","0","21","5","4999","false","0"
"MLTXN-002648","CUST-ML-0341","1064","UPI","Mobile","IN","IN","2","656","10","1286","false","0"
"MLTXN-002649","CUST-ML-0137","933","CARD","Desktop","IN","IN","1","575","19","1388","false","0"
"MLTXN-002650","CUST-ML-0249","844","UPI","Mobile","IN","IN","0","21","6","483","false","0"
"MLTXN-002651","CUST-ML-0347","1026","UPI","Desktop","IN","IN","1","49","5","1369","false","0"
"MLTXN-002652","CUST-ML-0588","1584","UPI","Desktop","IN","IN","1","507","17","1589","false","0"
"MLTXN-002653","CUST-ML-0274","2810","UPI","Mobile","IN","IN","1","531","16","2602","false","0"
"MLTXN-002654","CUST-ML-0491","13095","WALLET","Mobile","DE","DE","2","460","15","2092","false","0"
"MLTXN-002655","CUST-ML-0471","2105","UPI","Mobile","IN","IN","0","398","15","3075","false","0"
"MLTXN-002656","CUST-ML-0329","658","CARD","Desktop","DE","DE","0","548","16","1779","false","0"
"MLTXN-002657","CUST-ML-0008","416","UPI","Mobile","US","US","1","21","4","841","false","0"
"MLTXN-002658","CUST-ML-0424","3186","CARD","Mobile","US","IN","0","957","38","3235","false","0"
"MLTXN-002659","CUST-ML-0415","1106","CARD","Mobile","GB","GB","0","463","20","946","false","0"
"MLTXN-002660","CUST-ML-0056","506","CARD","Mobile","IN","IN","0","349","15","482","false","0"
"MLTXN-002661","CUST-ML-0539","14892","BANK_TRANSFER","Tablet","IN","IN","0","21","1","2397","false","1"
"MLTXN-002662","CUST-ML-0445","839","UPI","Mobile","AU","AU","1","15","6","981","false","0"
"MLTXN-002663","CUST-ML-0380","14302","UPI","Desktop","IN","IN","0","13","5","12950","false","0"
"MLTXN-002664","CUST-ML-0287","4979","UPI","Mobile","SA","SA","0","21","4","4498","false","0"
"MLTXN-002665","CUST-ML-0240","618","UPI","Desktop","IN","IN","1","21","3","933","false","0"
"MLTXN-002666","CUST-ML-0431","7774","NETBANKING","Mobile","IN","IN","0","438","16","3276","false","0"
"MLTXN-002667","CUST-ML-0054","1036","CARD","Mobile","AU","AU","0","359","13","1461","false","0"
"MLTXN-002668","CUST-ML-0554","982","UPI","Mobile","IN","IN","0","21","4","1796","false","0"
"MLTXN-002669","CUST-ML-0024","1397","WALLET","Mobile","AU","AU","0","77","7","1209","false","0"
"MLTXN-002670","CUST-ML-0107","788","BANK_TRANSFER","Mobile","US","IN","1","14","10","608","false","0"
"MLTXN-002671","CUST-ML-0423","2964","WALLET","Mobile","IN","IN","3","9","5","353","false","1"
"MLTXN-002672","CUST-ML-0468","3884","UPI","Mobile","IN","IN","1","244","11","2513","false","0"
"MLTXN-002673","CUST-ML-0213","2606","CARD","Mobile","IN","IN","0","20","5","1251","false","0"
"MLTXN-002674","CUST-ML-0197","2880","CARD","Mobile","US","IN","0","13","7","1834","false","0"
"MLTXN-002675","CUST-ML-0436","5744","UPI","Mobile","IN","IN","0","3","6","3508","false","0"
"MLTXN-002676","CUST-ML-0429","261","UPI","Desktop","IN","IN","1","79","4","1802","false","0"
"MLTXN-002677","CUST-ML-0539","18017","NETBANKING","Tablet","DE","IN","0","21","2","2585","false","0"
"MLTXN-002678","CUST-ML-0122","244","NETBANKING","Mobile","IN","IN","0","41","7","328","false","0"
"MLTXN-002679","CUST-ML-0267","538","UPI","Mobile","IN","IN","0","377","10","1191","false","0"
"MLTXN-002680","CUST-ML-0317","5221","CARD","Mobile","IN","IN","1","142","7","1010","false","0"
"MLTXN-002681","CUST-ML-0569","40404","UPI","Mobile","US","US","0","624","13","4823","false","0"
"MLTXN-002682","CUST-ML-0295","668","CARD","Mobile","IN","IN","1","880","15","962","false","0"
"MLTXN-002683","CUST-ML-0201","591","WALLET","Mobile","IN","IN","0","1259","37","958","false","0"
"MLTXN-002684","CUST-ML-0386","5753","UPI","Desktop","US","US","1","56","5","1527","false","0"
"MLTXN-002685","CUST-ML-0528","229","UPI","Desktop","AE","IN","0","594","22","552","false","0"
"MLTXN-002686","CUST-ML-0152","4365","UPI","Mobile","IN","IN","0","170","10","3812","false","0"
"MLTXN-002687","CUST-ML-0299","783","UPI","Desktop","US","US","0","354","11","1414","false","0"
"MLTXN-002688","CUST-ML-0502","7570","UPI","Mobile","GB","GB","0","754","25","5925","false","0"
"MLTXN-002689","CUST-ML-0598","9397","UPI","Mobile","SG","SG","0","208","10","1303","false","0"
"MLTXN-002690","CUST-ML-0487","1010","CARD","Desktop","IN","IN","0","329","13","1775","false","0"
"MLTXN-002691","CUST-ML-0402","1747","UPI","Desktop","AE","AE","0","16","5","734","false","0"
"MLTXN-002692","CUST-ML-0205","2510","UPI","Desktop","IN","IN","0","573","16","2976","false","0"
"MLTXN-002693","CUST-ML-0461","444","CARD","Mobile","AU","AU","0","534","19","566","false","0"
"MLTXN-002694","CUST-ML-0196","3086","CARD","Desktop","IN","IN","0","423","18","4254","false","0"
"MLTXN-002695","CUST-ML-0245","3601","CARD","Desktop","IN","IN","0","473","15","3243","false","0"
"MLTXN-002696","CUST-ML-0107","343","UPI","Mobile","IN","IN","0","14","11","630","false","0"
"MLTXN-002697","CUST-ML-0559","3067","CARD","Mobile","AU","AU","0","179","6","8754","false","0"
"MLTXN-002698","CUST-ML-0150","3163","CARD","Mobile","IN","IN","2","1160","40","1902","false","0"
"MLTXN-002699","CUST-ML-0284","917","NETBANKING","Desktop","US","US","0","913","17","590","false","0"
"MLTXN-002700","CUST-ML-0002","647","CARD","Mobile","IN","IN","0","520","15","829","false","1"
"MLTXN-002701","CUST-ML-0451","918","CARD","Mobile","CA","CA","4","923","27","922","false","0"
"MLTXN-002702","CUST-ML-0538","2713","BANK_TRANSFER","Mobile","IN","IN","1","654","7","1587","false","0"
"MLTXN-002703","CUST-ML-0332","1108","CARD","Mobile","DE","DE","1","294","11","667","false","0"
"MLTXN-002704","CUST-ML-0252","334","UPI","Mobile","IN","IN","1","1066","42","809","false","0"
"MLTXN-002705","CUST-ML-0237","5402","UPI","Mobile","SG","SG","0","504","20","2414","false","0"
"MLTXN-002706","CUST-ML-0423","1108","WALLET","Mobile","IN","IN","3","9","6","424","false","0"
"MLTXN-002707","CUST-ML-0546","1769","UPI","Mobile","AU","AU","0","597","28","948","false","0"
"MLTXN-002708","CUST-ML-0092","275","UPI","Mobile","IN","IN","0","702","11","695","false","0"
"MLTXN-002709","CUST-ML-0191","1194","UPI","Desktop","IN","IN","1","60","6","803","false","0"
"MLTXN-002710","CUST-ML-0088","2894","UPI","Mobile","IN","IN","0","4","11","1903","false","1"
"MLTXN-002711","CUST-ML-0492","1527","CARD","Mobile","IN","IN","0","541","17","1459","false","0"
"MLTXN-002712","CUST-ML-0241","2158","CARD","Mobile","IN","IN","0","9","4","4068","false","0"
"MLTXN-002713","CUST-ML-0070","3292","WALLET","Mobile","AE","AE","0","420","19","1989","false","0"
"MLTXN-002714","CUST-ML-0300","2090","NETBANKING","Mobile","IN","IN","0","565","17","524","false","0"
"MLTXN-002715","CUST-ML-0385","4625","NETBANKING","Desktop","SG","SG","0","859","26","7879","false","0"
"MLTXN-002716","CUST-ML-0537","2058","CARD","Desktop","IN","IN","0","327","13","2864","false","1"
"MLTXN-002717","CUST-ML-0449","2590","UPI","Desktop","IN","IN","0","515","11","2615","false","1"
"MLTXN-002718","CUST-ML-0378","402","BANK_TRANSFER","Mobile","CA","CA","0","460","21","1002","false","0"
"MLTXN-002719","CUST-ML-0329","489","CARD","Desktop","DE","DE","0","548","17","1288","false","0"
"MLTXN-002720","CUST-ML-0122","266","NETBANKING","Mobile","IN","IN","0","41","8","416","false","0"
"MLTXN-002721","CUST-ML-0210","474","CARD","Mobile","IN","IN","0","987","26","863","false","0"
"MLTXN-002722","CUST-ML-0094","2911","CARD","Mobile","IN","IN","0","4","8","4993","false","0"
"MLTXN-002723","CUST-ML-0398","960","UPI","Mobile","IN","IN","0","12","3","897","false","0"
"MLTXN-002724","CUST-ML-0469","1929","NETBANKING","Mobile","IN","IN","0","288","10","2245","false","0"
"MLTXN-002725","CUST-ML-0311","1978","CARD","Desktop","AE","AE","0","141","8","2374","false","0"
"MLTXN-002726","CUST-ML-0044","1964","WALLET","Mobile","IN","IN","1","427","15","3361","false","1"
"MLTXN-002727","CUST-ML-0510","1351","UPI","Desktop","CA","CA","0","551","18","918","false","0"
"MLTXN-002728","CUST-ML-0033","1729","BANK_TRANSFER","Mobile","GB","GB","0","260","14","1095","false","0"
"MLTXN-002729","CUST-ML-0343","483","CARD","Desktop","IN","IN","1","21","1","655","false","0"
"MLTXN-002730","CUST-ML-0412","847","UPI","Desktop","IN","IN","0","590","18","777","false","0"
"MLTXN-002731","CUST-ML-0436","3705","CARD","Mobile","IN","IN","0","3","7","4059","false","0"
"MLTXN-002732","CUST-ML-0470","257","BANK_TRANSFER","Mobile","IN","IN","0","870","35","863","false","0"
"MLTXN-002733","CUST-ML-0425","341","UPI","Mobile","IN","IN","0","384","20","1535","false","0"
"MLTXN-002734","CUST-ML-0581","1858","UPI","Mobile","AU","AU","2","620","29","979","false","1"
"MLTXN-002735","CUST-ML-0548","545","NETBANKING","Mobile","IN","IN","0","345","16","763","false","0"
"MLTXN-002736","CUST-ML-0557","4046","UPI","Desktop","US","US","2","3","9","1091","false","0"
"MLTXN-002737","CUST-ML-0340","2198","UPI","Mobile","IN","IN","2","702","14","1093","false","0"
"MLTXN-002738","CUST-ML-0044","9938","CARD","Mobile","SG","IN","2","427","16","4732","false","0"
"MLTXN-002739","CUST-ML-0190","911","UPI","Mobile","IN","IN","0","173","13","2158","false","0"
"MLTXN-002740","CUST-ML-0221","15597","WALLET","Mobile","IN","IN","0","208","5","2546","false","0"
"MLTXN-002741","CUST-ML-0256","24722","UPI","Desktop","IN","IN","1","1020","18","1635","false","0"
"MLTXN-002742","CUST-ML-0117","509","WALLET","Mobile","IN","IN","0","235","11","889","false","1"
"MLTXN-002743","CUST-ML-0535","2085","CARD","Desktop","IN","IN","0","969","22","3418","false","0"
"MLTXN-002744","CUST-ML-0399","2869","CARD","Mobile","IN","IN","1","111","6","2150","false","1"
"MLTXN-002745","CUST-ML-0309","1422","CARD","Mobile","IN","IN","0","643","9","3310","false","0"
"MLTXN-002746","CUST-ML-0220","326","UPI","Mobile","SG","SG","1","475","12","865","false","0"
"MLTXN-002747","CUST-ML-0383","2444","CARD","Mobile","US","US","0","21","3","2084","false","0"
"MLTXN-002748","CUST-ML-0218","4060","UPI","Mobile","IN","IN","0","136","6","4600","false","0"
"MLTXN-002749","CUST-ML-0536","1279","NETBANKING","Mobile","SA","SA","0","4","7","608","false","0"
"MLTXN-002750","CUST-ML-0572","1294","CARD","Mobile","IN","IN","1","299","6","658","false","0"
"MLTXN-002751","CUST-ML-0464","1467","WALLET","Desktop","US","US","0","1096","23","1823","false","0"
"MLTXN-002752","CUST-ML-0178","1184","NETBANKING","Desktop","GB","GB","0","18","4","3273","false","0"
"MLTXN-002753","CUST-ML-0500","3918","NETBANKING","Desktop","SG","SG","0","309","10","1309","false","0"
"MLTXN-002754","CUST-ML-0496","888","CARD","Mobile","IN","IN","0","732","15","2252","false","0"
"MLTXN-002755","CUST-ML-0493","3830","NETBANKING","Mobile","IN","IN","2","13","4","1458","false","1"
"MLTXN-002756","CUST-ML-0205","1310","UPI","Desktop","IN","IN","0","573","17","2112","false","1"
"MLTXN-002757","CUST-ML-0324","657","NETBANKING","Mobile","IN","IN","6","21","6","934","false","0"
"MLTXN-002758","CUST-ML-0365","504","CARD","Mobile","IN","IN","0","527","22","1416","false","0"
"MLTXN-002759","CUST-ML-0263","1408","CARD","Mobile","IN","IN","1","310","9","2115","false","0"
"MLTXN-002760","CUST-ML-0042","5927","CARD","Mobile","US","US","0","1097","36","3034","false","0"
"MLTXN-002761","CUST-ML-0130","1262","UPI","Mobile","IN","IN","1","21","5","1569","false","0"
"MLTXN-002762","CUST-ML-0277","4848","UPI","Mobile","SG","SG","0","731","14","4695","false","0"
"MLTXN-002763","CUST-ML-0294","628","UPI","Mobile","IN","IN","0","538","25","631","false","0"
"MLTXN-002764","CUST-ML-0323","1705","NETBANKING","Mobile","CA","CA","0","399","11","1457","false","0"
"MLTXN-002765","CUST-ML-0313","440","UPI","Mobile","IN","IN","1","709","15","1232","false","0"
